Sort,State,FIPS,County,CountySeat(s),Population(2010),LandAreakm2,LandAreami2,WaterAreakm2,WaterAreami2,TotalAreakm2,TotalAreami2,Latitude,Longitude,Hover
524,GA,13277,Tift,Tifton,"40,118",670.586,258.915,25.575,9.875,696.161,268.79,31.457003,-83.525931,Tift<br>GA<br>13277
525,GA,13279,Toombs,Lyons,"27,223",942.768,364.005,18.099,6.988,960.867,370.993,32.126698,-82.332071,Toombs<br>GA<br>13279
526,GA,13281,Towns,Hiawassee,"10,471",431.396,166.563,14.038,5.42,445.433,171.983,34.90265,-83.732158,Towns<br>GA<br>13281
527,GA,13283,Treutlen,Soperton,"6,885",516.537,199.436,7.806,3.014,524.342,202.45,32.409586,-82.570882,Treutlen<br>GA<br>13283
528,GA,13285,Troup,La Grange,"67,044","1,072.22",413.988,82.812,31.974,"1,155.04",445.962,33.034482,-85.02836,Troup<br>GA<br>13285
529,GA,13287,Turner,Ashburn,"8,930",739.165,285.393,11.881,4.587,751.046,289.98,31.718232,-83.628567,Turner<br>GA<br>13287
530,GA,13289,Twiggs,Jeffersonville,"9,023",928.246,358.398,10.972,4.236,939.218,362.634,32.665847,-83.425879,Twiggs<br>GA<br>13289
531,GA,13291,Union,Blairsville,"21,356",833.785,321.926,18.333,7.078,852.118,329.004,34.83377,-83.989573,Union<br>GA<br>13291
532,GA,13293,Upson,Thomaston,"27,153",837.697,323.437,10.663,4.117,848.36,327.554,32.881837,-84.292281,Upson<br>GA<br>13293
533,GA,13295,Walker,La Fayette,"68,756","1,156.12",446.379,1.673,0.646,"1,157.79",447.025,34.735827,-85.305385,Walker<br>GA<br>13295
534,GA,13297,Walton,Monroe,"83,768",843.508,325.68,11.188,4.32,854.696,330,33.782649,-83.734215,Walton<br>GA<br>13297
535,GA,13299,Ware,Waycross,"36,312","2,311.46",892.461,40.216,15.527,"2,351.68",907.988,31.050881,-82.421507,Ware<br>GA<br>13299
536,GA,13301,Warren,Warrenton,"5,834",736.329,284.298,6.19,2.39,742.518,286.688,33.419169,-82.688012,Warren<br>GA<br>13301
537,GA,13303,Washington,Sandersville,"21,187","1,757.18",678.452,15.29,5.904,"1,772.47",684.356,32.971848,-82.798112,Washington<br>GA<br>13303
538,GA,13305,Wayne,Jesup,"30,099","1,662.19",641.777,18.18,7.019,"1,680.37",648.796,31.547845,-81.912376,Wayne<br>GA<br>13305
539,GA,13307,Webster,Preston,"2,799",541.614,209.118,2.966,1.145,544.58,210.263,32.046554,-84.553218,Webster<br>GA<br>13307
540,GA,13309,Wheeler,Alamo,"7,421",765.301,295.484,12.39,4.784,777.691,300.268,32.109276,-82.738701,Wheeler<br>GA<br>13309
541,GA,13311,White,Cleveland,"27,144",623.375,240.686,3.94,1.521,627.315,242.207,34.643677,-83.743713,White<br>GA<br>13311
542,GA,13313,Whitfield,Dalton,"102,599",752.297,290.464,1.53,0.591,753.827,291.055,34.801726,-84.968541,Whitfield<br>GA<br>13313
543,GA,13315,Wilcox,Abbeville,"9,255",978.25,377.705,11.444,4.419,989.694,382.124,31.962717,-83.438262,Wilcox<br>GA<br>13315
544,GA,13317,Wilkes,Washington,"10,593","1,215.97",469.49,11.925,4.604,"1,227.90",474.094,33.77904,-82.747922,Wilkes<br>GA<br>13317
545,GA,13319,Wilkinson,Irwinton,"9,563","1,158.52",447.308,12.023,4.642,"1,170.55",451.95,32.804321,-83.175587,Wilkinson<br>GA<br>13319
546,GA,13321,Worth,Sylvester,"21,679","1,478.11",570.702,10.498,4.053,"1,488.61",574.755,31.551773,-83.84996,Worth<br>GA<br>13321
547,HI,15001,Hawai_i,Hilo,"185,079","10,433.55","4,028.42","2,739.47","1,057.72","13,173.02","5,086.13",19.597764,-155.502443,Hawai_i<br>HI<br>15001
548,HI,15003,Honolulu,Honolulu,"953,207","1,555.92",600.743,"3,955.76","1,527.33","5,511.68","2,128.07",21.461364,-158.201976,Honolulu<br>HI<br>15003
549,HI,15005,Kalawao,Ñ,90,31.058,11.991,105.77,40.838,136.827,52.829,21.218764,-156.97401,Kalawao <br>HI<br>15005
550,HI,15007,Kaua_i,L_hu_e,"67,091","1,605.68",619.956,"1,674.18",646.403,"3,279.86","1,266.36",22.012038,-159.705965,Kaua_i<br>HI<br>15007
551,HI,15009,Maui,Wailuku,"154,834","3,008.33","1,161.52","3,203.32","1,236.81","6,211.64","2,398.33",20.855931,-156.60155,Maui<br>HI<br>15009
552,ID,16001,Ada,Boise,"392,365","2,726.16","1,052.58",20.425,7.886,"2,746.58","1,060.46",43.447861,-116.244456,Ada<br>ID<br>16001
553,ID,16003,Adams,Council,"3,976","3,530.30","1,363.06",17.392,6.715,"3,547.69","1,369.77",44.884583,-116.431873,Adams<br>ID<br>16003
554,ID,16005,Bannock,Pocatello,"82,839","2,880.04","1,111.99",91.801,35.444,"2,971.84","1,147.43",42.692939,-112.228986,Bannock<br>ID<br>16005
555,ID,16007,Bear Lake,Paris,"5,986","2,524.68",974.785,193.274,74.623,"2,717.96","1,049.41",42.285833,-111.327445,Bear Lake<br>ID<br>16007
556,ID,16009,Benewah,St. Maries,"9,285","2,011.43",776.617,18.988,7.331,"2,030.42",783.948,47.218451,-116.633541,Benewah<br>ID<br>16009
557,ID,16011,Bingham,Blackfoot,"45,607","5,423.38","2,093.98",68.448,26.428,"5,491.83","2,120.41",43.216357,-112.399206,Bingham<br>ID<br>16011
558,ID,16013,Blaine,Hailey,"21,376","6,846.86","2,643.59",44.341,17.12,"6,891.20","2,660.71",43.394482,-113.95529,Blaine<br>ID<br>16013
559,ID,16015,Boise,Idaho City,"7,028","4,919.00","1,899.24",19.293,7.449,"4,938.29","1,906.69",43.987275,-115.715111,Boise<br>ID<br>16015
560,ID,16017,Bonner,Sandpoint,"40,877","4,492.52","1,734.57",478.956,184.926,"4,971.48","1,919.50",48.312512,-116.59694,Bonner<br>ID<br>16017
561,ID,16019,Bonneville,Idaho Falls,"104,234","4,833.12","1,866.08",89.507,34.559,"4,922.62","1,900.64",43.395171,-111.621878,Bonneville<br>ID<br>16019
562,ID,16021,Boundary,Bonners Ferry,"10,972","3,285.56","1,268.56",24.081,9.298,"3,309.64","1,277.86",48.773065,-116.524619,Boundary<br>ID<br>16021
563,ID,16023,Butte,Arco,"2,891","5,779.99","2,231.67",5.258,2.03,"5,785.25","2,233.70",43.6851,-113.177627,Butte<br>ID<br>16023
564,ID,16025,Camas,Fairfield,"1,117","2,782.93","1,074.49",11.535,4.454,"2,794.46","1,078.95",43.463396,-114.804427,Camas<br>ID<br>16025
565,ID,16027,Canyon,Caldwell,"188,923","1,521.28",587.37,41.9,16.178,"1,563.18",603.548,43.623051,-116.708527,Canyon<br>ID<br>16027
566,ID,16029,Caribou,Soda Springs,"6,963","4,569.12","1,764.15",89.171,34.429,"4,658.29","1,798.58",42.786273,-111.544172,Caribou<br>ID<br>16029
567,ID,16031,Cassia,Burley,"22,952","6,643.53","2,565.08",39.371,15.201,"6,682.90","2,580.28",42.288635,-113.605498,Cassia<br>ID<br>16031
568,ID,16033,Clark,Dubois,982,"4,569.22","1,764.19",2.477,0.956,"4,571.70","1,765.14",44.286251,-112.36112,Clark<br>ID<br>16033
569,ID,16035,Clearwater,Orofino,"8,761","6,364.31","2,457.27",79.545,30.712,"6,443.85","2,487.99",46.67257,-115.6535,Clearwater<br>ID<br>16035
570,ID,16037,Custer,Challis,"4,368","12,745.18","4,920.94",42.387,16.366,"12,787.56","4,937.31",44.273341,-114.252251,Custer<br>ID<br>16037
571,ID,16039,Elmore,Mountain Home,"27,038","7,963.53","3,074.74",67.385,26.017,"8,030.92","3,100.76",43.394826,-115.470751,Elmore<br>ID<br>16039
572,ID,16041,Franklin,Preston,"12,786","1,718.83",663.645,12.169,4.699,"1,731.00",668.344,42.173589,-111.822955,Franklin<br>ID<br>16041
573,ID,16043,Fremont,St. Anthony,"13,242","4,826.51","1,863.53",83.292,32.159,"4,909.80","1,895.68",44.218091,-111.484429,Fremont<br>ID<br>16043
574,ID,16045,Gem,Emmett,"16,719","1,452.73",560.9,12.445,4.805,"1,465.17",565.705,44.061473,-116.398784,Gem<br>ID<br>16045
575,ID,16047,Gooding,Gooding,"15,464","1,888.03",728.973,12.29,4.745,"1,900.32",733.718,42.973185,-114.82142,Gooding<br>ID<br>16047
576,ID,16049,Idaho,Grangeville,"16,267","21,956.24","8,477.35",67.336,25.998,"22,023.58","8,503.35",45.849237,-115.467376,Idaho<br>ID<br>16049
577,ID,16051,Jefferson,Rigby,"26,140","2,832.16","1,093.50",31.268,12.073,"2,863.42","1,105.57",43.796965,-112.318588,Jefferson<br>ID<br>16051
578,ID,16053,Jerome,Jerome,"22,374","1,546.70",597.185,12.864,4.967,"1,559.57",602.152,42.691172,-114.263009,Jerome<br>ID<br>16053
579,ID,16055,Kootenai,Coeur d'Alene,"138,494","3,222.27","1,244.13",185.18,71.498,"3,407.45","1,315.62",47.677113,-116.694918,Kootenai<br>ID<br>16055
580,ID,16057,Latah,Moscow,"37,244","2,786.82","1,076.00",2.373,0.916,"2,789.19","1,076.91",46.81892,-116.730974,Latah<br>ID<br>16057
581,ID,16059,Lemhi,Salmon,"7,936","11,819.12","4,563.39",13.894,5.365,"11,833.01","4,568.75",44.928789,-113.887841,Lemhi<br>ID<br>16059
582,ID,16061,Lewis,Nezperce,"3,821","1,240.07",478.795,2.444,0.944,"1,242.52",479.739,46.236328,-116.42376,Lewis<br>ID<br>16061
583,ID,16063,Lincoln,Shoshone,"5,208","3,111.63","1,201.41",11.608,4.482,"3,123.23","1,205.89",42.986181,-114.153899,Lincoln<br>ID<br>16063
584,ID,16065,Madison,Rexburg,"37,536","1,215.24",469.206,10.412,4.02,"1,225.65",473.226,43.789709,-111.65655,Madison<br>ID<br>16065
585,ID,16067,Minidoka,Rupert,"20,069","1,962.15",757.591,13.821,5.336,"1,975.97",762.927,42.856937,-113.64001,Minidoka<br>ID<br>16067
586,ID,16069,Nez Perce,Lewiston,"39,265","2,196.55",848.092,21.213,8.19,"2,217.76",856.282,46.333766,-116.760903,Nez Perce<br>ID<br>16069
587,ID,16071,Oneida,Malad City,"4,286","3,108.14","1,200.06",3.995,1.543,"3,112.14","1,201.60",42.18389,-112.520465,Oneida<br>ID<br>16071
588,ID,16073,Owyhee,Murphy,"11,526","19,853.58","7,665.51",81.509,31.471,"19,935.09","7,696.98",42.593063,-116.142655,Owyhee<br>ID<br>16073
589,ID,16075,Payette,Payette,"22,623","1,053.78",406.867,8.827,3.408,"1,062.61",410.275,44.00274,-116.748655,Payette<br>ID<br>16075
590,ID,16077,Power,American Falls,"7,817","3,636.97","1,404.24",99.513,38.422,"3,736.49","1,442.67",42.694126,-112.844407,Power<br>ID<br>16077
591,ID,16079,Shoshone,Wallace,"12,765","6,810.80","2,629.67",14.137,5.458,"6,824.94","2,635.12",47.347694,-115.885092,Shoshone<br>ID<br>16079
592,ID,16081,Teton,Driggs,"10,170","1,164.08",449.456,2.859,1.104,"1,166.94",450.56,43.760994,-111.211765,Teton<br>ID<br>16081
593,ID,16083,Twin Falls,Twin Falls,"77,230","4,975.92","1,921.21",18.418,7.111,"4,994.34","1,928.32",42.352309,-114.665639,Twin Falls<br>ID<br>16083
594,ID,16085,Valley,Cascade,"9,862","9,491.05","3,664.52",177.273,68.446,"9,668.32","3,732.96",44.771532,-115.637875,Valley<br>ID<br>16085
595,ID,16087,Washington,Weiser,"10,198","3,763.21","1,452.98",53.213,20.546,"3,816.42","1,473.53",44.448213,-116.79783,Washington<br>ID<br>16087
596,IL,17001,Adams,Quincy,"67,103","2,214.96",855.202,41.793,16.136,"2,256.76",871.338,39.986053,-91.194961,Adams<br>IL<br>17001
597,IL,17003,Alexander,Cairo,"8,238",609.966,235.509,44.268,17.092,654.234,252.601,37.183683,-89.349506,Alexander<br>IL<br>17003
598,IL,17005,Bond,Greenville,"17,768",984.919,380.279,6.426,2.481,991.345,382.76,38.885924,-89.436592,Bond<br>IL<br>17005
599,IL,17007,Boone,Belvidere,"54,165",727.06,280.719,3.381,1.305,730.441,282.024,42.318983,-88.824295,Boone<br>IL<br>17007
600,IL,17009,Brown,Mount Sterling,"6,937",791.518,305.607,4.139,1.598,795.658,307.205,39.962069,-90.75031,Brown<br>IL<br>17009
601,IL,17011,Bureau,Princeton,"34,978","2,250.78",869.031,11.584,4.472,"2,262.36",873.503,41.401304,-89.528377,Bureau<br>IL<br>17011
602,IL,17013,Calhoun,Hardin,"5,089",657.403,253.825,77.057,29.752,734.46,283.577,39.164262,-90.666295,Calhoun<br>IL<br>17013
603,IL,17015,Carroll,Mount Carroll,"15,387","1,152.05",444.807,55.822,21.553,"1,207.87",466.36,42.059084,-89.926485,Carroll<br>IL<br>17015
604,IL,17017,Cass,Virginia,"13,642",973.365,375.818,20.582,7.947,993.947,383.765,39.969202,-90.245705,Cass<br>IL<br>17017
605,IL,17019,Champaign,Urbana,"201,081","2,580.32",996.266,5.509,2.127,"2,585.83",998.393,40.13915,-88.197201,Champaign<br>IL<br>17019
606,IL,17021,Christian,Taylorville,"34,800","1,837.28",709.377,16.221,6.263,"1,853.50",715.64,39.545524,-89.279593,Christian<br>IL<br>17021
607,IL,17023,Clark,Marshall,"16,335","1,298.67",501.418,8.807,3.4,"1,307.47",504.818,39.332364,-87.791687,Clark<br>IL<br>17023
608,IL,17025,Clay,Louisville,"13,815","1,212.93",468.316,3.305,1.276,"1,216.24",469.592,38.747312,-88.483789,Clay<br>IL<br>17025
609,IL,17027,Clinton,Carlyle,"37,762","1,227.87",474.085,75.592,29.186,"1,303.47",503.271,38.606423,-89.423136,Clinton<br>IL<br>17027
610,IL,17029,Coles,Charleston,"53,873","1,316.47",508.291,4.625,1.786,"1,321.09",510.077,39.51368,-88.220782,Coles<br>IL<br>17029
611,IL,17031,Cook,Chicago,"5,194,675","2,448.38",945.326,"1,785.88",689.533,"4,234.27","1,634.86",41.894294,-87.645455,Cook<br>IL<br>17031
612,IL,17033,Crawford,Robinson,"19,817","1,148.99",443.629,5.67,2.189,"1,154.67",445.818,39.00373,-87.757172,Crawford<br>IL<br>17033
613,IL,17035,Cumberland,Toledo,"11,048",896.199,346.024,2.536,0.979,898.734,347.003,39.273121,-88.240619,Cumberland<br>IL<br>17035
614,IL,17037,DeKalb,Clinton,"105,160","1,635.08",631.307,8.684,3.353,"1,643.76",634.66,41.894613,-88.768991,DeKalb<br>IL<br>17037
615,IL,17039,De Witt,Sycamore,"16,561","1,029.56",397.513,19.609,7.571,"1,049.16",405.084,40.181499,-88.901853,De Witt<br>IL<br>17039
616,IL,17041,Douglas,Tuscola,"19,980","1,079.16",416.665,1.449,0.559,"1,080.61",417.224,39.766078,-88.222866,Douglas<br>IL<br>17041
617,IL,17043,DuPage,Wheaton,"916,924",848.218,327.499,23.083,8.913,871.302,336.412,41.852058,-88.086038,DuPage<br>IL<br>17043
618,IL,17045,Edgar,Paris,"18,576","1,614.53",623.374,1.611,0.622,"1,616.14",623.996,39.679037,-87.74711,Edgar<br>IL<br>17045
619,IL,17047,Edwards,Albion,"6,721",576.054,222.416,0.789,0.305,576.843,222.721,38.417095,-88.047941,Edwards<br>IL<br>17047
620,IL,17049,Effingham,Effingham,"34,242","1,240.03",478.777,3.183,1.229,"1,243.21",480.006,39.047694,-88.592786,Effingham<br>IL<br>17049
621,IL,17051,Fayette,Vandalia,"22,140","1,855.68",716.482,22.95,8.861,"1,878.63",725.343,39.001125,-89.017923,Fayette<br>IL<br>17051
622,IL,17053,Ford,Paxton,"14,081","1,257.74",485.616,1.622,0.626,"1,259.36",486.242,40.594423,-88.224746,Ford<br>IL<br>17053
623,IL,17055,Franklin,Benton,"39,561","1,059.02",408.889,58.417,22.555,"1,117.44",431.444,37.991848,-88.926246,Franklin<br>IL<br>17055
624,IL,17057,Fulton,Lewistown,"37,069","2,241.88",865.595,43.974,16.979,"2,285.86",882.574,40.465688,-90.206793,Fulton<br>IL<br>17057
625,IL,17059,Gallatin,Shawneetown,"5,589",836.75,323.071,13.239,5.111,849.989,328.182,37.768677,-88.227964,Gallatin<br>IL<br>17059
626,IL,17061,Greene,Carrollton,"13,886","1,406.41",543.019,8.425,3.253,"1,414.84",546.272,39.355444,-90.387757,Greene<br>IL<br>17061
627,IL,17063,Grundy,Morris,"50,063","1,082.73",418.043,32.127,12.404,"1,114.85",430.447,41.29241,-88.401055,Grundy<br>IL<br>17063
628,IL,17065,Hamilton,McLeansboro,"8,457","1,125.78",434.665,3.175,1.226,"1,128.95",435.891,38.085226,-88.539005,Hamilton<br>IL<br>17065
629,IL,17067,Hancock,Carthage,"19,104","2,055.74",793.726,53.536,20.67,"2,109.28",814.396,40.405792,-91.167988,Hancock<br>IL<br>17067
630,IL,17069,Hardin,Elizabethtown,"4,320",459.794,177.528,10.491,4.051,470.286,181.579,37.517852,-88.266148,Hardin<br>IL<br>17069
631,IL,17071,Henderson,Oquawka,"7,331",981.274,378.872,42.341,16.348,"1,023.61",395.22,40.815141,-90.93848,Henderson<br>IL<br>17071
632,IL,17073,Henry,Cambridge,"50,486","2,131.52",822.985,6.884,2.658,"2,138.41",825.643,41.350021,-90.130838,Henry<br>IL<br>17073
633,IL,17075,Iroquois,Watseka,"29,718","2,893.84","1,117.32",4.172,1.611,"2,898.01","1,118.93",40.748867,-87.833601,Iroquois<br>IL<br>17075
634,IL,17077,Jackson,Murphysboro,"60,218","1,512.76",584.081,47.392,18.298,"1,560.16",602.379,37.786096,-89.381212,Jackson<br>IL<br>17077
635,IL,17079,Jasper,Newton,"9,698","1,280.77",494.51,9.349,3.61,"1,290.12",498.12,39.004874,-88.150763,Jasper<br>IL<br>17079
636,IL,17081,Jefferson,Mount Vernon,"38,827","1,479.32",571.169,32.674,12.615,"1,511.99",583.784,38.30078,-88.92421,Jefferson<br>IL<br>17081
637,IL,17083,Jersey,Jerseyville,"22,985",956.408,369.271,20.349,7.857,976.757,377.128,39.080192,-90.361365,Jersey<br>IL<br>17083
638,IL,17085,Jo Daviess,Galena,"22,678","1,556.81",601.087,45.69,17.641,"1,602.50",618.728,42.362391,-90.211471,Jo Daviess<br>IL<br>17085
639,IL,17087,Johnson,Vienna,"12,582",890.736,343.915,12.817,4.949,903.552,348.864,37.460815,-88.882962,Johnson<br>IL<br>17087
640,IL,17089,Kane,Geneva,"515,269","1,346.94",520.058,10.731,4.143,"1,357.67",524.201,41.939594,-88.42804,Kane<br>IL<br>17089
641,IL,17091,Kankakee,Kankakee,"113,449","1,752.27",676.556,12.452,4.808,"1,764.72",681.364,41.139494,-87.861125,Kankakee<br>IL<br>17091
642,IL,17093,Kendall,Yorkville,"114,736",829.665,320.335,5.141,1.985,834.805,322.32,41.58814,-88.430626,Kendall<br>IL<br>17093
643,IL,17095,Knox,Galesburg,"52,919","1,855.45",716.395,8.849,3.417,"1,864.30",719.812,40.930941,-90.213761,Knox<br>IL<br>17095
644,IL,17097,Lake,Ottawa,"703,462","1,149.10",443.67,"2,395.24",924.809,"3,544.34","1,368.48",42.326444,-87.436118,Lake<br>IL<br>17097
645,IL,17099,La Salle,Waukegan,"113,924","2,939.96","1,135.12",33.701,13.012,"2,973.66","1,148.14",41.343341,-88.885931,La Salle<br>IL<br>17099
646,IL,17101,Lawrence,Lawrenceville,"16,833",963.937,372.178,5.078,1.961,969.015,374.139,38.718954,-87.730221,Lawrence<br>IL<br>17101
647,IL,17103,Lee,Dixon,"36,031","1,877.47",724.896,10.506,4.057,"1,887.98",728.953,41.747442,-89.299351,Lee<br>IL<br>17103
648,IL,17105,Livingston,Pontiac,"38,950","2,704.69","1,044.29",4.253,1.642,"2,708.94","1,045.93",40.894376,-88.552852,Livingston<br>IL<br>17105
649,IL,17107,Logan,Lincoln,"30,305","1,600.77",618.059,2.247,0.868,"1,603.01",618.927,40.12907,-89.365308,Logan<br>IL<br>17107
650,IL,17109,McDonough,Decatur,"32,612","1,526.56",589.407,2.013,0.777,"1,528.57",590.184,40.455789,-90.677579,McDonough<br>IL<br>17109
651,IL,17111,McHenry,Carlinville,"308,760","1,562.21",603.171,19.792,7.642,"1,582.00",610.813,42.324298,-88.452245,McHenry<br>IL<br>17111
652,IL,17113,McLean,Edwardsville,"169,572","3,064.93","1,183.38",7.491,2.892,"3,072.42","1,186.27",40.494559,-88.844539,McLean<br>IL<br>17113
653,IL,17115,Macon,Salem,"110,768","1,503.98",580.689,13.406,5.176,"1,517.38",585.865,39.860237,-88.961529,Macon<br>IL<br>17115
654,IL,17117,Macoupin,Lacon,"47,765","2,234.92",862.906,12.287,4.744,"2,247.21",867.65,39.2659,-89.926344,Macoupin<br>IL<br>17117
655,IL,17119,Madison,Havana,"269,282","1,853.35",715.582,64.697,24.98,"1,918.05",740.562,38.827082,-89.900195,Madison<br>IL<br>17119
656,IL,17121,Marion,Metropolis,"39,437","1,482.41",572.363,9.513,3.673,"1,491.93",576.036,38.648396,-88.920221,Marion<br>IL<br>17121
657,IL,17123,Marshall,Macomb,"12,640","1,001.78",386.789,30.368,11.725,"1,032.15",398.514,41.031119,-89.342371,Marshall<br>IL<br>17123
658,IL,17125,Mason,Woodstock,"14,666","1,396.62",539.238,62.745,24.226,"1,459.36",563.464,40.236993,-89.913575,Mason<br>IL<br>17125
659,IL,17127,Massac,Bloomington,"15,429",614.391,237.218,11.905,4.596,626.295,241.814,37.216119,-88.705658,Massac<br>IL<br>17127
660,IL,17129,Menard,Petersburg,"12,705",814.388,314.437,2.642,1.02,817.03,315.457,40.022569,-89.794133,Menard<br>IL<br>17129
661,IL,17131,Mercer,Aledo,"16,434","1,453.51",561.202,19.403,7.492,"1,472.91",568.694,41.204791,-90.741433,Mercer<br>IL<br>17131
662,IL,17133,Monroe,Waterloo,"32,957",997.173,385.011,33.734,13.025,"1,030.91",398.036,38.277983,-90.179078,Monroe<br>IL<br>17133
663,IL,17135,Montgomery,Hillsboro,"30,104","1,822.54",703.687,15.513,5.99,"1,838.05",709.677,39.228092,-89.478007,Montgomery<br>IL<br>17135
664,IL,17137,Morgan,Jacksonville,"35,547","1,473.16",568.791,9.079,3.506,"1,482.24",572.297,39.716806,-90.202277,Morgan<br>IL<br>17137
665,IL,17139,Moultrie,Sullivan,"14,846",870.089,335.943,22.102,8.534,892.191,344.477,39.636896,-88.625726,Moultrie<br>IL<br>17139
666,IL,17141,Ogle,Oregon,"53,497","1,964.70",758.574,11.425,4.411,"1,976.12",762.985,42.041884,-89.320176,Ogle<br>IL<br>17141
667,IL,17143,Peoria,Peoria,"186,494","1,603.75",619.209,29.499,11.39,"1,633.24",630.599,40.785999,-89.767358,Peoria<br>IL<br>17143
668,IL,17145,Perry,Pinckneyville,"22,350","1,144.16",441.761,13.447,5.192,"1,157.60",446.953,38.084385,-89.368487,Perry<br>IL<br>17145
669,IL,17147,Piatt,Monticello,"16,729","1,137.53",439.202,0.673,0.26,"1,138.20",439.462,40.009056,-88.592328,Piatt<br>IL<br>17147
670,IL,17149,Pike,Pittsfield,"16,430","2,153.27",831.381,45.333,17.503,"2,198.60",848.884,39.625106,-90.889034,Pike<br>IL<br>17149
671,IL,17151,Pope,Golconda,"4,470",955.11,368.77,14.329,5.532,969.439,374.302,37.417169,-88.542374,Pope<br>IL<br>17151
672,IL,17153,Pulaski,Mound City,"6,161",515.886,199.185,10.475,4.044,526.361,203.229,37.215615,-89.127755,Pulaski<br>IL<br>17153
673,IL,17155,Putnam,Hennepin,"6,006",414.814,160.161,31.243,12.063,446.057,172.224,41.19894,-89.298386,Putnam<br>IL<br>17155
674,IL,17157,Randolph,Chester,"33,476","1,490.54",575.5,56.216,21.705,"1,546.75",597.205,38.056515,-89.82121,Randolph<br>IL<br>17157
675,IL,17159,Richland,Olney,"16,233",932.371,359.99,4.937,1.906,937.308,361.896,38.71155,-88.085698,Richland<br>IL<br>17159
676,IL,17161,Rock Island,Rock Island,"147,546","1,107.57",427.636,61.257,23.652,"1,168.83",451.288,41.468404,-90.572203,Rock Island<br>IL<br>17161
677,IL,17163,St. Clair,Harrisburg,"270,056","1,703.59",657.759,42.15,16.274,"1,745.74",674.033,38.470198,-89.928546,St. Clair<br>IL<br>17163
678,IL,17165,Saline,Springfield,"24,913",983.726,379.819,18.029,6.961,"1,001.76",386.78,37.751653,-88.545031,Saline<br>IL<br>17165
679,IL,17167,Sangamon,Rushville,"197,465","2,248.89",868.302,22.577,8.717,"2,271.47",877.019,39.756378,-89.662311,Sangamon<br>IL<br>17167
680,IL,17169,Schuyler,Winchester,"7,544","1,132.53",437.273,10.512,4.059,"1,143.04",441.332,40.156905,-90.613464,Schuyler<br>IL<br>17169
681,IL,17171,Scott,Shelbyville,"5,355",649.861,250.913,4.813,1.858,654.674,252.771,39.63698,-90.477759,Scott<br>IL<br>17171
682,IL,17173,Shelby,Belleville,"22,363","1,964.57",758.523,24.726,9.547,"1,989.29",768.07,39.384926,-88.798862,Shelby<br>IL<br>17173
683,IL,17175,Stark,Toulon,"5,994",746.122,288.079,0.709,0.274,746.83,288.353,41.096908,-89.797411,Stark<br>IL<br>17175
684,IL,17177,Stephenson,Freeport,"47,711","1,462.11",564.523,1.386,0.535,"1,463.49",565.058,42.349726,-89.665994,Stephenson<br>IL<br>17177
